First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G-xG,KeyP,Dist.key,Assts,xA,A-xA,xG+xA,xG/shot,xA/pass,G-xG/shot,A-xA/pass,Team/96,Min/96,Pos/96,Shots/96,SoT/96,Goals/96,xG/96,xPlace/96,G-xG/96,KeyP/96,Assts/96,xA/96,A-xA/96,xG+xA/96,extreme1,extreme2,plotnames
Cristian,Techera,Cristian Techera,VAN,2016,1670,A,42,15,25.41086508,0.404761905,2,3.302,1.129642648,-1.302276765,32,16.65384788,1,2.603839775,-1.603839775,5.90611654,0.078625637,0.081369993,-0.03100659,-0.050119993,VAN,1670,A,2.414371257,0.862275449,0.11497006,0.189831479,0.064937541,-0.074861419,1.839520958,0.05748503,0.149681807,-0.092196777,0.339513286,1580,1414,Techera 2016
Jack,McInerney,Jack McInerney,"MTL, CLB",2015,1419,F,35,16,17.55992268,0.171428571,6,4.031,1.058235095,1.968950202,12,17.91416244,1,1.87218816,-0.87218816,5.903237957,0.115172851,0.15601568,0.05625572,-0.072682347,"MTL, CLB",1419,F,2.367864693,1.082452431,0.405919662,0.272713728,0.071593072,0.133205933,0.811839323,0.067653277,0.126659664,-0.059006387,0.399373392,1638,1765,McInerney 2015
Ashley,Cole,Ashley Cole,LAG,2018,2853,B,15,5,21.48453184,0.4,1,1.093,0.437259306,-0.093409507,30,16.08830712,9,4.781025928,4.218974072,5.874435434,0.072893967,0.159367531,-0.0062273,0.140632469,LAG,2853,B,0.504731861,0.168243954,0.033648791,0.036791908,0.014713247,-0.003143117,1.009463722,0.302839117,0.160875741,0.141963376,0.197667649,1091,1182,Cole 2018
Jordan,Hamilton,Jordan Hamilton,TOR,2018,916,F,26,8,15.46003674,0.038461538,2,4.466,-2.206273474,-2.465992328,7,17.27384814,1,1.337228721,-0.337228721,5.803221048,0.171768936,0.191032674,-0.094845859,-0.048175532,TOR,916,F,2.72489083,0.838427948,0.209606987,0.468051598,-0.231225168,-0.258444611,0.733624454,0.104803493,0.140146241,-0.035342748,0.608197839,1677,1321,Hamilton 2018
Kwadwo,Poku,Kwadwo Poku,NYC,2015,1095,M,18,10,19.2452802,0.111111111,4,1.787,1.304544978,2.212599116,27,21.15507431,6,4.01319301,1.98680699,5.800593894,0.099300049,0.148636778,0.122922173,0.073585444,NYC,1095,M,1.578082192,0.876712329,0.350684932,0.156703639,0.114371067,0.193981292,2.367123288,0.526027397,0.351841579,0.174185818,0.508545218,1341,1626,Poku 2015
David,Texeira,David Texeira,FCD,2015,1442,F,36,11,18.92953814,0.194444444,6,3.669,-0.089653602,2.331402421,16,18.55479947,3,2.120173414,0.879826586,5.788770993,0.101905488,0.132510838,0.064761178,0.054989162,FCD,1442,F,2.39667129,0.732316227,0.399445215,0.244233958,-0.005968617,0.155211257,1.06518724,0.199722607,0.141148854,0.058573753,0.385382812,1609,1751,Texeira 2015
Abu,Danladi,Abu Danladi,MIN,2017,1486,F,38,13,18.33601428,0.184210526,8,4.552,0.09095677,3.448303188,17,22.68471964,2,1.234756153,0.765243847,5.786452965,0.119781495,0.072632715,0.090744821,0.045014344,MIN,1486,F,2.454912517,0.839838493,0.516823688,0.294053091,0.005876077,0.222770596,1.098250336,0.129205922,0.079768904,0.049437018,0.373821995,1686,1824,Danladi 2017
Jay,Chapman,Jay Chapman,TOR,2018,1056,M,25,9,18.06222413,0.32,3,2.751,0.229293602,0.24904931,18,17.28430325,1,3.027740953,-2.027740953,5.778691643,0.110038028,0.168207831,0.009961972,-0.112652275,TOR,1056,M,2.272727273,0.818181818,0.272727273,0.250086426,0.020844873,0.022640846,1.636363636,0.090909091,0.275249178,-0.184340087,0.525335604,1516,1523,Chapman 2018
Johan,Venegas,Johan Venegas,MIN,2017,1323,A,32,10,23.05066413,0.25,2,2.742,-0.319186632,-0.742426934,23,17.8784778,5,3.034595638,1.965404362,5.777022572,0.085700842,0.131938941,-0.023200842,0.085452364,MIN,1323,A,2.321995465,0.725623583,0.145124717,0.198996966,-0.023160935,-0.053872249,1.66893424,0.362811791,0.220197416,0.142614376,0.419194382,1513,1349,Venegas 2017
Ike,Opara,Ike Opara,SKC,2018,2990,D,23,6,12.92772057,0.043478261,3,4.013,-0.786427849,-1.01259673,9,13.85124421,2,1.754233073,0.245766927,5.766829803,0.174460727,0.194914786,-0.044025945,0.027307436,SKC,2990,D,0.738461538,0.19264214,0.09632107,0.128832537,-0.025249857,-0.032511467,0.288963211,0.064214047,0.056323202,0.007890844,0.185155739,1633,1487,Opara 2018
Mauro,Rosales,Mauro Rosales,VAN,2015,1573,A,11,4,23.48586946,0.454545455,1,0.73,0.152127362,0.270316852,51,15.6926076,3,4.983745511,-1.983745511,5.713428659,0.066334832,0.0977205,0.024574259,-0.038896971,VAN,1573,A,0.671328671,0.244119517,0.061029879,0.044532474,0.009284315,0.016497405,3.11252384,0.183089638,0.304157387,-0.121067749,0.348689861,893,991,Rosales 2015
Alan,Gordon,Alan Gordon,COL,2017,923,F,24,9,11.59276339,0.083333333,3,4.717,-0.048021087,-1.717243548,9,19.49170293,3,0.991379447,2.008620553,5.708622994,0.196551814,0.110153272,-0.071551814,0.223180061,COL,923,F,2.496208017,0.936078007,0.312026002,0.490634215,-0.004994609,-0.178608213,0.936078007,0.312026002,0.103112055,0.208913947,0.59374627,1702,1543,Gordon 2017
Juan,Agudelo,Juan Agudelo,NER,2018,1628,A,40,13,20.75971346,0.2,3,3.967,0.530624394,-0.966700102,20,23.73195428,3,1.700605227,1.299394773,5.667305329,0.099167503,0.085030261,-0.024167503,0.064969739,NER,1628,A,2.358722359,0.766584767,0.176904177,0.233908606,0.031289891,-0.057004429,1.179361179,0.176904177,0.100281389,0.076622788,0.334189995,1630,1580,Agudelo 2018
Giles,Barnes,Giles Barnes,"HOU, VAN",2016,1896,A,50,18,23.388508,0.32,6,3.279,0.76510895,2.720981061,23,17.63055491,2,2.377916352,-0.377916352,5.656935291,0.065580379,0.103387667,0.054419621,-0.016431146,"HOU, VAN",1896,A,2.53164557,0.911392405,0.303797468,0.166026275,0.038739694,0.137771193,1.164556962,0.101265823,0.120400828,-0.019135005,0.286427103,1576,1725,Barnes 2016
Lamar,Neagle,Lamar Neagle,"DCU, SEA",2017,1344,A,30,12,19.38888718,0.333333333,3,4.707,-0.238791869,-1.70671929,12,23.6572231,0,0.91669038,-0.91669038,5.623409671,0.156890643,0.076390865,-0.056890643,-0.076390865,"DCU, SEA",1344,A,2.142857143,0.857142857,0.214285714,0.336194235,-0.017056562,-0.121908521,0.857142857,0,0.065477884,-0.065477884,0.401672119,1701,1575,Neagle 2017
Fanendo,Adi,Fanendo Adi,POR,2018,883,F,23,9,13.69727887,0.173913043,3,4.76,-0.771376295,-1.759678823,11,21.08635103,2,0.81742085,1.18257915,5.577099673,0.206942558,0.074310986,-0.076507775,0.107507195,POR,883,F,2.500566251,0.978482446,0.326160815,0.517473575,-0.08386424,-0.19131276,1.19592299,0.217440544,0.088870217,0.128570327,0.606343792,1704,1546,Adi 2018
Lucas,Janson,Lucas Janson,TOR,2018,861,F,30,17,16.18428173,0.166666667,4,4.323,0.35336547,-0.322968002,10,18.12951057,2,1.252358788,0.747641212,5.57532679,0.144098933,0.125235879,-0.0107656,0.074764121,TOR,861,F,3.344947735,1.895470383,0.445993031,0.482003401,0.039399634,-0.03601037,1.114982578,0.222996516,0.139635823,0.083360693,0.621639224,1661,1640,Janson 2018
Teal,Bunbury,Teal Bunbury,NER,2015,1889,A,26,10,18.45486889,0.153846154,4,2.469,-0.255607501,1.530507602,27,20.6301813,3,3.083486412,-0.083486412,5.55297881,0.094980477,0.1142032,0.058865677,-0.003092089,NER,1889,A,1.321334039,0.5082054,0.20328216,0.125500937,-0.012990111,0.077781223,1.372154579,0.15246162,0.156704444,-0.004242825,0.282205382,1479,1658,Bunbury 2015
Tommy,Smith,Tommy Smith,COL,2018,3212,D,30,13,11.9591616,0.033333333,4,4.075,1.455773376,-0.075420597,11,16.9700894,3,1.462880728,1.537119272,5.538301326,0.135847353,0.132989157,-0.00251402,0.139738116,COL,3212,D,0.896637609,0.388542964,0.119551681,0.121805846,0.043510039,-0.002254165,0.328767123,0.089663761,0.043722463,0.045941298,0.165528309,1642,1619,Smith 2018
Hernan,Grana,Hernan Grana,FCD,2017,2808,B,8,2,22.87596132,0.25,1,0.697,-0.188411229,0.303073367,35,15.14059664,3,4.831346161,-1.831346161,5.528272794,0.087115829,0.138038462,0.037884171,-0.052324176,FCD,2808,B,0.273504274,0.068376068,0.034188034,0.023826552,-0.00644141,0.010361483,1.196581197,0.102564103,0.165174228,-0.062610125,0.189000779,874,1198,Grana 2017
Emmanuel,Boateng,Emmanuel Boateng,LAG,2018,1301,A,17,4,16.72329669,0.117647059,2,2.434,-0.710175191,-0.433963421,27,20.64174494,5,3.082728306,1.917271694,5.516691727,0.143174319,0.114175122,-0.02552726,0.071010063,LAG,1301,A,1.254419677,0.295157571,0.147578786,0.179600683,-0.052403396,-0.032021897,1.992313605,0.368946964,0.22747265,0.141474314,0.407073333,1474,1382,Boateng 2018
Michael,de Leeuw,Michael de Leeuw,CHI,2016,1520,F,25,12,14.07192308,0.2,7,4.307,0.499571405,2.692518423,16,23.9908024,2,1.206694246,0.793305754,5.514175823,0.172299263,0.07541839,0.107700737,0.04958161,CHI,1520,F,1.578947368,0.757894737,0.442105263,0.272051468,0.031551878,0.170053795,1.010526316,0.126315789,0.076212268,0.050103521,0.348263736,1658,1807,Leeuw 2016
Olmes,Garcia,Olmes Garcia,RSL,2015,1674,F,32,15,20.61000749,0.15625,2,3.887,0.425241722,-1.887383406,12,18.95447474,1,1.621872503,-0.621872503,5.509255909,0.121480731,0.135156042,-0.058980731,-0.051822709,RSL,1674,F,1.835125448,0.860215054,0.114695341,0.222932382,0.024386622,-0.108237041,0.688172043,0.05734767,0.093010609,-0.035662939,0.315942991,1625,1415,Garcia 2015
Tony,Tchani,Tony Tchani,CLB,2015,2930,M,42,15,23.34144633,0.261904762,5,2.865,0.900676024,2.134562761,29,22.85695876,4,2.641888772,1.358111228,5.507326012,0.068224696,0.091099613,0.050822923,0.046831422,CLB,2930,M,1.376109215,0.491467577,0.163822526,0.093884633,0.029510204,0.069937892,0.950170648,0.13105802,0.086560178,0.044497842,0.180444811,1531,1677,Tchani 2015
Chris,Tierney,Chris Tierney,NER,2016,2443,B,19,6,27.34083879,0.315789474,2,0.908,0.359368782,1.091635314,48,15.89804987,2,4.598257176,-2.598257176,5.506621862,0.047808668,0.095797025,0.05745449,-0.054130358,NER,2443,B,0.746623005,0.235775686,0.078591895,0.035695051,0.014121737,0.042896844,1.886205485,0.078591895,0.180692873,-0.102100978,0.216387924,992,1472,Tierney 2016
Clint,Dempsey,Clint Dempsey,SEA,2018,974,A,39,12,26.56430696,0.256410256,1,3.801,-0.71405262,-2.801117922,13,17.24572815,1,1.704457201,-0.704457201,5.505575122,0.097464562,0.131112092,-0.071823536,-0.054189015,SEA,974,A,3.843942505,1.18275154,0.098562628,0.374648173,-0.070378903,-0.276085545,1.281314168,0.098562628,0.167995782,-0.069433153,0.542643955,1619,1202,Dempsey 2018
Diego,Rubio,Diego Rubio,SKC,2018,862,F,30,15,16.51659138,0.066666667,8,3.804,1.880876402,4.196295998,18,22.99964074,4,1.692940484,2.307059516,5.496644486,0.126790133,0.094052249,0.139876533,0.128169973,SKC,862,F,3.341067285,1.670533643,0.890951276,0.423614367,0.209471154,0.467336909,2.004640371,0.445475638,0.188540936,0.256934702,0.612155302,1620,1820,Rubio 2018
Joevin,Jones,Joevin Jones,SEA,2016,2671,B,16,5,25.04711888,0.125,2,0.937,0.700869,1.063292256,29,16.74594273,3,4.555930504,-1.555930504,5.492638247,0.058544234,0.157101052,0.066455766,-0.053652776,SEA,2671,B,0.575065519,0.179707975,0.07188319,0.03366677,0.02519035,0.03821642,1.042306252,0.107824785,0.163747409,-0.055922624,0.197414179,1010,1459,Jones 2016
Angelo,Rodriguez,Angelo Rodriguez,MIN,2018,925,F,28,8,16.47008379,0.285714286,4,3.679,-0.550550842,0.320934192,15,16.87601511,1,1.788676002,-0.788676002,5.46774181,0.131395207,0.119245067,0.011461935,-0.0525784,MIN,925,F,2.905945946,0.83027027,0.415135135,0.38182737,-0.05713825,0.033307765,1.556756757,0.103783784,0.185635563,-0.08185178,0.567462934,1610,1633,Rodriguez 2018
Sebastian,Lletget,Sebastian Lletget,LAG,2018,1994,M,30,9,21.65051648,0.366666667,3,2.362,-0.150101786,0.638456382,30,15.07545508,1,3.101862153,-2.101862153,5.463405771,0.078718121,0.103395405,0.021281879,-0.070062072,LAG,1994,M,1.444332999,0.4332999,0.1444333,0.113695179,-0.007226565,0.030738121,1.444332999,0.048144433,0.149337396,-0.101192962,0.263032575,1460,1528,Lletget 2018
Shkelzen,Gashi,Shkelzen Gashi,COL,2018,907,F,21,5,20.52851135,0.333333333,2,3.23,-1.055134498,-1.23046169,15,16.1900044,2,2.207498997,-0.207498997,5.437960687,0.153831509,0.1471666,-0.058593414,-0.013833266,COL,907,F,2.222712238,0.5292172,0.21168688,0.341923178,-0.111679065,-0.130236298,1.587651599,0.21168688,0.233649287,-0.021962408,0.575572465,1573,1460,Gashi 2018
Graham,Zusi,Graham Zusi,SKC,2016,1754,F,29,10,21.67908688,0.344827586,2,2.107,0.961234252,-0.10745511,43,18.40706753,2,3.294041289,-1.294041289,5.4014964,0.072670866,0.076605611,-0.003705349,-0.030093983,SKC,1754,F,1.58722919,0.54732041,0.109464082,0.11534532,0.052610313,-0.005881238,2.353477765,0.109464082,0.180289603,-0.070825521,0.295634923,1415,1383,Zusi 2016
Tosaint,Ricketts,Tosaint Ricketts,TOR,2017,1081,F,32,15,16.23748347,0.0625,7,4.522,1.677913429,2.477987095,8,24.05483073,1,0.876439804,0.123560196,5.398452709,0.141312903,0.109554976,0.077437097,0.015445024,TOR,1081,F,2.841813136,1.332099907,0.621646623,0.401584865,0.149009888,0.220061759,0.710453284,0.08880666,0.077833692,0.010972968,0.479418557,1682,1797,Ricketts 2017
Fabian,Herbers,Fabian Herbers,PHI,2016,1393,A,32,14,19.58217627,0.21875,3,3.091,0.155126268,-0.090799126,20,20.33543451,6,2.30304505,3.69695495,5.393844175,0.096587473,0.115152252,-0.002837473,0.184847748,PHI,1393,A,2.205312276,0.964824121,0.206748026,0.213005539,0.010690683,-0.006257513,1.378320172,0.413496052,0.158716672,0.254779379,0.371722212,1558,1561,Herbers 2016
Valeri,Qazaishvili,Valeri Qazaishvili,SJE,2017,823,M,38,14,21.78971678,0.026315789,5,4.01,0.909436959,0.990066659,13,20.63660715,1,1.341950911,-0.341950911,5.351884252,0.105524562,0.103226993,0.026054386,-0.026303916,SJE,823,M,4.432563791,1.633049818,0.583232078,0.467744351,0.106082561,0.115487727,1.516403402,0.116646416,0.156533764,-0.039887348,0.624278114,1632,1674,Qazaishvili 2017
Nick,Lima,Nick Lima,SJE,2018,3244,B,16,6,29.12242001,0.1875,2,0.589,0.574343684,1.410626161,27,15.89192291,2,4.752143979,-2.752143979,5.341517818,0.036835865,0.176005333,0.088164135,-0.101931258,SJE,3244,B,0.473489519,0.17755857,0.05918619,0.017441396,0.016996607,0.041744794,0.799013564,0.05918619,0.140630648,-0.081444458,0.158072044,808,1476,Lima 2018
Nick,DeLeon,Nick DeLeon,DCU,2016,2646,M,34,10,21.30626766,0.235294118,1,2.404,0.348601272,-1.404030958,22,20.7293027,0,2.936002784,-2.936002784,5.340033742,0.070706793,0.133454672,-0.041295028,-0.133454672,DCU,2646,M,1.233560091,0.362811791,0.036281179,0.087221078,0.012647665,-0.050939899,0.798185941,0,0.106521643,-0.106521643,0.193742721,1468,994,DeLeon 2016
Steven,Mendoza,Steven Mendoza,NYC,2016,1227,F,45,10,22.04577129,0.244444444,5,3.17,0.272884521,1.829589587,20,20.17965551,0,2.168534545,-2.168534545,5.338944959,0.070453565,0.108426727,0.040657546,-0.108426727,NYC,1227,F,3.520782396,0.782396088,0.391198044,0.24805167,0.021350378,0.143146374,1.564792176,0,0.169665294,-0.169665294,0.417716965,1568,1699,Mendoza 2016
Tsubasa,Endoh,Tsubasa Endoh,TOR,2016,1453,M,24,7,19.25741067,0.166666667,2,2.867,-1.105585841,-0.866685068,24,19.02649918,0,2.468879105,-2.468879105,5.335564173,0.119445211,0.102869963,-0.036111878,-0.102869963,TOR,1453,M,1.58568479,0.462491397,0.132140399,0.189402455,-0.073046277,-0.057262055,1.58568479,0,0.163119335,-0.163119335,0.35252179,1532,1486,Endoh 2016
Emmanuel,Boateng,Emmanuel Boateng,LAG,2016,1629,A,20,8,23.11310028,0.3,2,1.642,0.791843669,0.358205939,16,16.32907113,5,3.675326846,1.324673154,5.317120907,0.082089703,0.229707928,0.017910297,0.082792072,LAG,1629,A,1.178637201,0.47145488,0.11786372,0.096753978,0.04666482,0.021109742,0.942909761,0.2946593,0.216593847,0.078065453,0.313347825,1296,1287,Boateng 2016
Marlon,Hairston,Marlon Hairston,COL,2016,1323,A,16,9,16.37925445,0.125,3,2.748,-0.281359215,0.252311491,20,19.65361167,5,2.555403794,2.444596206,5.303092302,0.171730532,0.12777019,0.015769468,0.12222981,COL,1323,A,1.160997732,0.653061224,0.217687075,0.199378758,-0.020416088,0.018308317,1.451247166,0.362811791,0.185426126,0.177385666,0.384804884,1515,1492,Hairston 2016
Giovani,dos Santos,Giovani dos Santos,LAG,2015,827,F,22,9,22.86014305,0.409090909,3,2.638,-0.042858541,0.362231824,21,18.600373,5,2.64921369,2.35078631,5.286981866,0.119898553,0.126153033,0.016465083,0.111942205,LAG,827,F,2.553808948,1.044740024,0.348246675,0.306197999,-0.004975115,0.042048676,2.437726723,0.580411125,0.307526619,0.272884505,0.613724618,1496,1539,Santos 2015
Roland,Alberg,Roland Alberg,PHI,2017,954,A,31,13,23.40112897,0.387096774,7,4.599,0.923039251,2.401410022,11,24.50160419,0,0.679470636,-0.679470636,5.278060614,0.148341612,0.061770058,0.077464839,-0.061770058,PHI,954,A,3.119496855,1.308176101,0.704402516,0.462751193,0.092884453,0.241651323,1.106918239,0,0.068374404,-0.068374404,0.531125596,1692,1799,Alberg 2017
Robbie,Findley,Robbie Findley,TOR,2015,1528,M,28,8,17.12999115,0.071428571,2,3.55,0.127269904,-1.549880541,15,20.18154695,3,1.724979629,1.275020371,5.274860169,0.126781448,0.114998642,-0.055352876,0.085001358,TOR,1528,M,1.759162304,0.502617801,0.12565445,0.223029144,0.007996015,-0.097374694,0.942408377,0.188481675,0.108375683,0.080105992,0.331404827,1601,1448,Findley 2015
Juninho,Juninho,Juninho,LAG,2015,2988,M,28,13,26.49950714,0.285714286,4,3.03,0.325456465,0.969931864,36,22.53510412,4,2.242214725,1.757785275,5.272282861,0.108216719,0.062283742,0.034640424,0.048827369,LAG,2988,M,0.899598394,0.417670683,0.128514056,0.097351587,0.010456433,0.03116247,1.156626506,0.128514056,0.072039027,0.056475029,0.169390614,1552,1669,Juninho 2015
Roger,Espinoza,Roger Espinoza,SKC,2016,2838,M,48,10,25.86167105,0.333333333,1,2.341,-1.245459824,-1.340835925,35,22.34964477,5,2.920605183,2.079394817,5.261441108,0.048767415,0.083445862,-0.027934082,0.05941128,SKC,2838,M,1.623678647,0.338266385,0.033826638,0.079182611,-0.042129719,-0.045355972,1.183932347,0.169133192,0.098794256,0.070338937,0.177976866,1456,986,Espinoza 2016
Ilsinho,Ilsinho,Ilsinho,PHI,2017,1894,A,38,11,24.58495208,0.210526316,6,2.787,1.064861901,3.212647017,17,18.35584698,3,2.451717357,0.548282643,5.23907034,0.073351394,0.144218668,0.084543343,0.03225192,PHI,1894,A,1.926082365,0.557550158,0.304118268,0.141280827,0.053973993,0.162837441,0.861668427,0.152059134,0.124268673,0.027790461,0.2655495,1521,1766,Ilsinho 2017
Jack,McBean,Jack McBean,COL,2018,1132,F,20,9,18.53241565,0.3,2,4.023,-0.738176225,-2.022731742,19,23.22825278,1,1.214649808,-0.214649808,5.23738155,0.201136587,0.063928937,-0.101136587,-0.011297358,COL,1132,F,1.696113074,0.763250883,0.169611307,0.341150395,-0.062601517,-0.171539088,1.61130742,0.084805654,0.103009171,-0.018203517,0.444159566,1636,1335,McBean 2018
Andy,Polo,Andy Polo,POR,2018,1739,M,34,15,23.09402461,0.235294118,1,3.117,-0.753598299,-2.117261248,18,17.69780895,2,2.117038037,-0.117038037,5.234299285,0.091684154,0.117613224,-0.06227239,-0.006502113,POR,1739,M,1.876940771,0.828062105,0.05520414,0.172085727,-0.041601746,-0.116881587,0.993674526,0.110408281,0.116869265,-0.006460984,0.288954992,1564,1020,Polo 2018
Florian,Valot,Florian Valot,NYRB,2018,1214,A,25,9,19.57009089,0.28,3,3.145,-0.311753267,-0.144554838,14,19.42564938,4,2.088099411,1.911900589,5.232654248,0.125782194,0.149149958,-0.005782194,0.136564328,NYRB,1214,A,1.97693575,0.71169687,0.23723229,0.248663315,-0.024652647,-0.011431025,1.10708402,0.31630972,0.165121535,0.151188185,0.41378485,1567,1540,Valot 2018
Daniel,Salloi,Daniel Salloi,SKC,2017,1283,F,43,19,20.69220916,0.209302326,3,4.66,-0.60716113,-1.660146859,11,26.19857871,1,0.544904011,0.455095989,5.205050871,0.108375508,0.049536728,-0.038608066,0.041372363,SKC,1283,F,3.21745908,1.421667966,0.224473889,0.348693763,-0.045430607,-0.124219874,0.823070928,0.07482463,0.040772241,0.034052389,0.389466004,1698,1592,Salloi 2017
Jack,Price,Jack Price,COL,2018,2969,M,21,7,27.41575701,0.714285714,1,2.131,0.040408818,-1.131171869,42,19.98082835,2,3.071773497,-1.071773497,5.202945366,0.101484375,0.073137464,-0.053865327,-0.025518417,COL,2969,M,0.679016504,0.226338835,0.032334119,0.068909565,0.001306584,-0.036575446,1.358033008,0.064668238,0.099323091,-0.034654852,0.168232656,1422,1010,Price 2018
Roger,Espinoza,Roger Espinoza,SKC,2017,2838,M,48,10,27.65196109,0.208333333,1,2.547,-1.358227803,-1.546644683,31,24.09019307,2,2.635055716,-0.635055716,5.181700399,0.053055098,0.085001797,-0.032221764,-0.020485668,SKC,2838,M,1.623678647,0.338266385,0.033826638,0.086144429,-0.045944281,-0.052317791,1.048625793,0.067653277,0.089135077,-0.0214818,0.175279506,1488,1059,Espinoza 2017
Juan,Ramirez,Juan Ramirez,COL,2015,1564,A,41,10,25.93009227,0.146341463,1,2.924,-1.550768754,-1.924474603,23,21.74770575,3,2.251927131,0.748072869,5.176401734,0.071328649,0.097909875,-0.046938405,0.032524907,COL,1564,A,2.516624041,0.613810742,0.061381074,0.179507393,-0.095187852,-0.118126318,1.411764706,0.184143223,0.138225706,0.045917516,0.317733099,1539,1162,Ramirez 2015
Sam,Nicholson,Sam Nicholson,"MIN, COL",2018,2187,F,46,16,22.3874988,0.260869565,3,3.418,0.374444158,-0.418036647,19,20.00766551,0,1.749939845,-1.749939845,5.167976492,0.074305145,0.092102097,-0.009087753,-0.092102097,"MIN, COL",2187,F,2.01920439,0.702331962,0.131687243,0.150037274,0.016436506,-0.018350031,0.834019204,0,0.076814918,-0.076814918,0.226852192,1592,1563,Nicholson 2018
Jonathan,Osorio,Jonathan Osorio,TOR,2016,2559,M,24,7,18.8021108,0.166666667,2,2.365,-0.660462689,-0.364755435,37,22.9998563,2,2.779150167,-0.779150167,5.143905602,0.098531476,0.075112167,-0.015198143,-0.021058113,TOR,2559,M,0.9003517,0.262602579,0.075029308,0.088712982,-0.024777029,-0.013683674,1.388042204,0.075029308,0.104258857,-0.029229549,0.19297184,1462,1405,Osorio 2016
Marco,Delgado,Marco Delgado,TOR,2015,1772,M,20,6,18.67371118,0.35,3,3.144,-0.781062103,-0.143782071,19,21.29156038,2,1.994652241,0.005347759,5.138434311,0.157189104,0.104981697,-0.007189104,0.000281461,TOR,1772,M,1.083521445,0.325056433,0.162528217,0.170317765,-0.042314877,-0.007789548,1.029345372,0.108352144,0.108062424,0.000289721,0.278380188,1565,1533,Delgado 2015
Justin,Morrow,Justin Morrow,TOR,2016,2788,B,15,7,18.01005238,0.2,5,2.152,0.205644698,2.848062195,27,19.08544462,3,2.964125256,0.035874744,5.116063062,0.14346252,0.109782417,0.189870813,0.001328694,TOR,2788,B,0.516499283,0.241032999,0.172166428,0.074098289,0.007081023,0.098068139,0.929698709,0.103299857,0.102064571,0.001235285,0.17616286,1423,1703,Morrow 2016
Shkelzen,Gashi,Shkelzen Gashi,COL,2017,1090,M,27,10,24.72275151,0.259259259,2,2.607,1.132629742,-0.606937424,24,15.2291417,1,2.495008625,-1.495008625,5.101946049,0.096553238,0.103958693,-0.022479164,-0.062292026,COL,1090,M,2.377981651,0.880733945,0.176146789,0.229601828,0.099754546,-0.053455039,2.113761468,0.088073394,0.219743879,-0.131670484,0.449345707,1492,1353,Gashi 2017
Chad,Barrett,Chad Barrett,SEA,2015,759,F,18,8,13.49660407,0.111111111,5,4.331,0.208354237,0.669024626,9,19.2850084,0,0.757227128,-0.757227128,5.088202502,0.240609743,0.084136348,0.037168035,-0.084136348,SEA,759,F,2.276679842,1.011857708,0.632411067,0.547791352,0.026353105,0.084619716,1.138339921,0,0.095775763,-0.095775763,0.643567115,1663,1702,Barrett 2015
David,Accam,David Accam,PHI,2018,1286,A,37,13,19.64120982,0.297297297,1,3.518,-0.187810961,-2.517997884,13,20.65398779,0,1.567873995,-1.567873995,5.085871879,0.095081024,0.120605692,-0.068053997,-0.120605692,PHI,1286,A,2.762052877,0.970451011,0.074650078,0.262618816,-0.014020103,-0.187968738,0.970451011,0,0.117041916,-0.117041916,0.379660731,1597,1213,Accam 2018
Quincy,Amarikwa,Quincy Amarikwa,"SJE, MTL",2018,1015,F,26,11,17.36915434,0.153846154,1,3.667,-0.433537172,-2.666951151,10,19.14271326,2,1.417207821,0.582792179,5.084158972,0.141036583,0.141720782,-0.102575044,0.058279218,"SJE, MTL",1015,F,2.4591133,1.040394089,0.094581281,0.346824936,-0.041004501,-0.252243656,0.945812808,0.189162562,0.134041331,0.055121231,0.480866267,1608,988,Amarikwa 2018
Brad,Davis,Brad Davis,SKC,2016,1386,F,34,11,23.67792757,0.382352941,2,2.506,0.548727978,-0.505581779,31,18.22953663,1,2.575309206,-1.575309206,5.080890985,0.073693582,0.083074491,-0.014870052,-0.050816426,SKC,1386,F,2.354978355,0.761904762,0.138528139,0.17354679,0.038007133,-0.035018651,2.147186147,0.069264069,0.178376395,-0.109112326,0.351923185,1484,1406,Davis 2016
Dax,McCarty,Dax McCarty,NYRB,2015,2901,M,18,3,20.05240202,0.222222222,1,1.574,-0.315410906,-0.574103441,30,20.71826496,7,3.496806617,3.503193383,5.070910058,0.087450191,0.116560221,-0.031894636,0.116773113,NYRB,2901,M,0.59565667,0.099276112,0.033092037,0.05209029,-0.010437589,-0.018998252,0.992761117,0.231644261,0.115716455,0.115927806,0.167806744,1281,1101,McCarty 2015
Kelyn,Rowe,Kelyn Rowe,NER,2018,1714,A,34,8,26.73636542,0.264705882,1,2.006,-0.58133981,-1.005678237,25,18.49863169,2,3.062873735,-1.062873735,5.068551972,0.058990536,0.122514949,-0.029578772,-0.042514949,NER,1714,A,1.904317386,0.448074679,0.056009335,0.112336704,-0.032560456,-0.056327369,1.400233372,0.11201867,0.171549521,-0.059530851,0.283886225,1394,985,Rowe 2018
Sebastian,Jaime,Sebastian Jaime,RSL,2015,1301,F,20,8,16.56598562,0.1,5,3.097,1.079111354,1.902892255,15,19.23902844,2,1.965003308,0.034996692,5.062111053,0.154855387,0.131000221,0.095144613,0.002333113,RSL,1301,F,1.475787855,0.590315142,0.368946964,0.2285337,0.079626972,0.140413264,1.106840892,0.147578786,0.144996401,0.002582385,0.373530101,1559,1716,Jaime 2015
